,filedir,S_id,label
2302,./image_patches/optimal\S18\patch37.png,S18,optimal
2303,./image_patches/optimal\S18\patch38.png,S18,optimal
2304,./image_patches/optimal\S18\patch39.png,S18,optimal
2305,./image_patches/optimal\S18\patch40.png,S18,optimal
2306,./image_patches/optimal\S18\patch41.png,S18,optimal
2307,./image_patches/optimal\S18\patch42.png,S18,optimal
2308,./image_patches/optimal\S18\patch43.png,S18,optimal
2309,./image_patches/optimal\S18\patch44.png,S18,optimal
2310,./image_patches/optimal\S18\patch45.png,S18,optimal
2311,./image_patches/optimal\S18\patch46.png,S18,optimal
2312,./image_patches/optimal\S18\patch47.png,S18,optimal
2313,./image_patches/optimal\S18\patch48.png,S18,optimal
2314,./image_patches/optimal\S18\patch49.png,S18,optimal
2315,./image_patches/optimal\S18\patch50.png,S18,optimal
2316,./image_patches/optimal\S18\patch51.png,S18,optimal
2317,./image_patches/optimal\S18\patch52.png,S18,optimal
2318,./image_patches/optimal\S18\patch53.png,S18,optimal
2319,./image_patches/optimal\S18\patch54.png,S18,optimal
2320,./image_patches/optimal\S18\patch55.png,S18,optimal
2321,./image_patches/optimal\S18\patch56.png,S18,optimal
2322,./image_patches/optimal\S18\patch57.png,S18,optimal
2323,./image_patches/optimal\S18\patch58.png,S18,optimal
2324,./image_patches/optimal\S18\patch59.png,S18,optimal
2325,./image_patches/optimal\S18\patch60.png,S18,optimal
2326,./image_patches/optimal\S18\patch61.png,S18,optimal
2327,./image_patches/optimal\S18\patch62.png,S18,optimal
2328,./image_patches/optimal\S18\patch63.png,S18,optimal
2329,./image_patches/optimal\S18\patch64.png,S18,optimal
2330,./image_patches/optimal\S18\patch65.png,S18,optimal
2331,./image_patches/optimal\S18\patch66.png,S18,optimal
2332,./image_patches/optimal\S18\patch67.png,S18,optimal
2333,./image_patches/optimal\S18\patch68.png,S18,optimal
2334,./image_patches/optimal\S18\patch69.png,S18,optimal
2335,./image_patches/optimal\S18\patch70.png,S18,optimal
2336,./image_patches/optimal\S18\patch71.png,S18,optimal
2337,./image_patches/optimal\S18\patch72.png,S18,optimal
2338,./image_patches/optimal\S18\patch73.png,S18,optimal
2339,./image_patches/optimal\S18\patch74.png,S18,optimal
2340,./image_patches/optimal\S18\patch75.png,S18,optimal
2341,./image_patches/optimal\S18\patch76.png,S18,optimal
2342,./image_patches/optimal\S18\patch77.png,S18,optimal
2343,./image_patches/optimal\S18\patch78.png,S18,optimal
2344,./image_patches/optimal\S18\patch79.png,S18,optimal
2345,./image_patches/optimal\S18\patch80.png,S18,optimal
2346,./image_patches/optimal\S18\patch81.png,S18,optimal
2347,./image_patches/optimal\S18\patch82.png,S18,optimal
2348,./image_patches/optimal\S18\patch83.png,S18,optimal
2349,./image_patches/optimal\S18\patch84.png,S18,optimal
2350,./image_patches/optimal\S18\patch85.png,S18,optimal
2351,./image_patches/optimal\S18\patch86.png,S18,optimal
2352,./image_patches/optimal\S18\patch87.png,S18,optimal
2353,./image_patches/optimal\S18\patch88.png,S18,optimal
2354,./image_patches/optimal\S18\patch89.png,S18,optimal
2355,./image_patches/optimal\S18\patch90.png,S18,optimal
2356,./image_patches/optimal\S18\patch91.png,S18,optimal
2357,./image_patches/optimal\S18\patch92.png,S18,optimal
2358,./image_patches/optimal\S18\patch93.png,S18,optimal
2359,./image_patches/optimal\S18\patch94.png,S18,optimal
2360,./image_patches/optimal\S18\patch95.png,S18,optimal
2361,./image_patches/optimal\S18\patch96.png,S18,optimal
2362,./image_patches/optimal\S18\patch97.png,S18,optimal
2363,./image_patches/optimal\S18\patch98.png,S18,optimal
2364,./image_patches/optimal\S18\patch99.png,S18,optimal
2365,./image_patches/optimal\S19\patch01.png,S19,optimal
2366,./image_patches/optimal\S19\patch02.png,S19,optimal
2367,./image_patches/optimal\S19\patch03.png,S19,optimal
2368,./image_patches/optimal\S19\patch04.png,S19,optimal
2369,./image_patches/optimal\S19\patch05.png,S19,optimal
2370,./image_patches/optimal\S19\patch06.png,S19,optimal
2371,./image_patches/optimal\S19\patch07.png,S19,optimal
2372,./image_patches/optimal\S19\patch08.png,S19,optimal
2373,./image_patches/optimal\S19\patch09.png,S19,optimal
2374,./image_patches/optimal\S19\patch10.png,S19,optimal
2375,./image_patches/optimal\S19\patch100.png,S19,optimal
2376,./image_patches/optimal\S19\patch101.png,S19,optimal
2377,./image_patches/optimal\S19\patch102.png,S19,optimal
2378,./image_patches/optimal\S19\patch103.png,S19,optimal
2379,./image_patches/optimal\S19\patch104.png,S19,optimal
2380,./image_patches/optimal\S19\patch105.png,S19,optimal
2381,./image_patches/optimal\S19\patch106.png,S19,optimal
2382,./image_patches/optimal\S19\patch107.png,S19,optimal
2383,./image_patches/optimal\S19\patch108.png,S19,optimal
2384,./image_patches/optimal\S19\patch109.png,S19,optimal
2385,./image_patches/optimal\S19\patch11.png,S19,optimal
2386,./image_patches/optimal\S19\patch110.png,S19,optimal
2387,./image_patches/optimal\S19\patch111.png,S19,optimal
2388,./image_patches/optimal\S19\patch112.png,S19,optimal
2389,./image_patches/optimal\S19\patch113.png,S19,optimal
2390,./image_patches/optimal\S19\patch114.png,S19,optimal
2391,./image_patches/optimal\S19\patch115.png,S19,optimal
2392,./image_patches/optimal\S19\patch116.png,S19,optimal
2393,./image_patches/optimal\S19\patch117.png,S19,optimal
2394,./image_patches/optimal\S19\patch118.png,S19,optimal
2395,./image_patches/optimal\S19\patch119.png,S19,optimal
2396,./image_patches/optimal\S19\patch12.png,S19,optimal
2397,./image_patches/optimal\S19\patch120.png,S19,optimal
2398,./image_patches/optimal\S19\patch121.png,S19,optimal
2399,./image_patches/optimal\S19\patch122.png,S19,optimal
2400,./image_patches/optimal\S19\patch123.png,S19,optimal
2401,./image_patches/optimal\S19\patch124.png,S19,optimal
2402,./image_patches/optimal\S19\patch13.png,S19,optimal
2403,./image_patches/optimal\S19\patch14.png,S19,optimal
2404,./image_patches/optimal\S19\patch15.png,S19,optimal
2405,./image_patches/optimal\S19\patch16.png,S19,optimal
2406,./image_patches/optimal\S19\patch17.png,S19,optimal
2407,./image_patches/optimal\S19\patch18.png,S19,optimal
2408,./image_patches/optimal\S19\patch19.png,S19,optimal
2409,./image_patches/optimal\S19\patch20.png,S19,optimal
2410,./image_patches/optimal\S19\patch21.png,S19,optimal
2411,./image_patches/optimal\S19\patch22.png,S19,optimal
2412,./image_patches/optimal\S19\patch23.png,S19,optimal
2413,./image_patches/optimal\S19\patch24.png,S19,optimal
2414,./image_patches/optimal\S19\patch25.png,S19,optimal
2415,./image_patches/optimal\S19\patch26.png,S19,optimal
2416,./image_patches/optimal\S19\patch27.png,S19,optimal
2417,./image_patches/optimal\S19\patch28.png,S19,optimal
2418,./image_patches/optimal\S19\patch29.png,S19,optimal
2419,./image_patches/optimal\S19\patch30.png,S19,optimal
2420,./image_patches/optimal\S19\patch31.png,S19,optimal
2421,./image_patches/optimal\S19\patch32.png,S19,optimal
2422,./image_patches/optimal\S19\patch33.png,S19,optimal
2423,./image_patches/optimal\S19\patch34.png,S19,optimal
2424,./image_patches/optimal\S19\patch35.png,S19,optimal
2425,./image_patches/optimal\S19\patch36.png,S19,optimal
2426,./image_patches/optimal\S19\patch37.png,S19,optimal
2427,./image_patches/optimal\S19\patch38.png,S19,optimal
2428,./image_patches/optimal\S19\patch39.png,S19,optimal
2429,./image_patches/optimal\S19\patch40.png,S19,optimal
2430,./image_patches/optimal\S19\patch41.png,S19,optimal
2431,./image_patches/optimal\S19\patch42.png,S19,optimal
2432,./image_patches/optimal\S19\patch43.png,S19,optimal
2433,./image_patches/optimal\S19\patch44.png,S19,optimal
2434,./image_patches/optimal\S19\patch45.png,S19,optimal
2435,./image_patches/optimal\S19\patch46.png,S19,optimal
2436,./image_patches/optimal\S19\patch47.png,S19,optimal
2437,./image_patches/optimal\S19\patch48.png,S19,optimal
2438,./image_patches/optimal\S19\patch49.png,S19,optimal
2439,./image_patches/optimal\S19\patch50.png,S19,optimal
2440,./image_patches/optimal\S19\patch51.png,S19,optimal
2441,./image_patches/optimal\S19\patch52.png,S19,optimal
2442,./image_patches/optimal\S19\patch53.png,S19,optimal
2443,./image_patches/optimal\S19\patch54.png,S19,optimal
2444,./image_patches/optimal\S19\patch55.png,S19,optimal
2445,./image_patches/optimal\S19\patch56.png,S19,optimal
2446,./image_patches/optimal\S19\patch57.png,S19,optimal
2447,./image_patches/optimal\S19\patch58.png,S19,optimal
2448,./image_patches/optimal\S19\patch59.png,S19,optimal
2449,./image_patches/optimal\S19\patch60.png,S19,optimal
2450,./image_patches/optimal\S19\patch61.png,S19,optimal
2451,./image_patches/optimal\S19\patch62.png,S19,optimal
2452,./image_patches/optimal\S19\patch63.png,S19,optimal
2453,./image_patches/optimal\S19\patch64.png,S19,optimal
2454,./image_patches/optimal\S19\patch65.png,S19,optimal
2455,./image_patches/optimal\S19\patch66.png,S19,optimal
2456,./image_patches/optimal\S19\patch67.png,S19,optimal
2457,./image_patches/optimal\S19\patch68.png,S19,optimal
2458,./image_patches/optimal\S19\patch69.png,S19,optimal
2459,./image_patches/optimal\S19\patch70.png,S19,optimal
2460,./image_patches/optimal\S19\patch71.png,S19,optimal
2461,./image_patches/optimal\S19\patch72.png,S19,optimal
2462,./image_patches/optimal\S19\patch73.png,S19,optimal
2463,./image_patches/optimal\S19\patch74.png,S19,optimal
2464,./image_patches/optimal\S19\patch75.png,S19,optimal
2465,./image_patches/optimal\S19\patch76.png,S19,optimal
2466,./image_patches/optimal\S19\patch77.png,S19,optimal
2467,./image_patches/optimal\S19\patch78.png,S19,optimal
2468,./image_patches/optimal\S19\patch79.png,S19,optimal
2469,./image_patches/optimal\S19\patch80.png,S19,optimal
2470,./image_patches/optimal\S19\patch81.png,S19,optimal
2471,./image_patches/optimal\S19\patch82.png,S19,optimal
2472,./image_patches/optimal\S19\patch83.png,S19,optimal
2473,./image_patches/optimal\S19\patch84.png,S19,optimal
2474,./image_patches/optimal\S19\patch85.png,S19,optimal
2475,./image_patches/optimal\S19\patch86.png,S19,optimal
2476,./image_patches/optimal\S19\patch87.png,S19,optimal
2477,./image_patches/optimal\S19\patch88.png,S19,optimal
2478,./image_patches/optimal\S19\patch89.png,S19,optimal
2479,./image_patches/optimal\S19\patch90.png,S19,optimal
2480,./image_patches/optimal\S19\patch91.png,S19,optimal
2481,./image_patches/optimal\S19\patch92.png,S19,optimal
2482,./image_patches/optimal\S19\patch93.png,S19,optimal
2483,./image_patches/optimal\S19\patch94.png,S19,optimal
2484,./image_patches/optimal\S19\patch95.png,S19,optimal
2485,./image_patches/optimal\S19\patch96.png,S19,optimal
2486,./image_patches/optimal\S19\patch97.png,S19,optimal
2487,./image_patches/optimal\S19\patch98.png,S19,optimal
2488,./image_patches/optimal\S19\patch99.png,S19,optimal
2489,./image_patches/optimal\S20\patch01.png,S20,optimal
2490,./image_patches/optimal\S20\patch02.png,S20,optimal
2491,./image_patches/optimal\S20\patch03.png,S20,optimal
2492,./image_patches/optimal\S20\patch04.png,S20,optimal
2493,./image_patches/optimal\S20\patch05.png,S20,optimal
2494,./image_patches/optimal\S20\patch06.png,S20,optimal
2495,./image_patches/optimal\S20\patch07.png,S20,optimal
2496,./image_patches/optimal\S20\patch08.png,S20,optimal
2497,./image_patches/optimal\S20\patch09.png,S20,optimal
2498,./image_patches/optimal\S20\patch10.png,S20,optimal
2499,./image_patches/optimal\S20\patch100.png,S20,optimal
2500,./image_patches/optimal\S20\patch101.png,S20,optimal
2501,./image_patches/optimal\S20\patch102.png,S20,optimal
2502,./image_patches/optimal\S20\patch103.png,S20,optimal
2503,./image_patches/optimal\S20\patch104.png,S20,optimal
2504,./image_patches/optimal\S20\patch105.png,S20,optimal
2505,./image_patches/optimal\S20\patch106.png,S20,optimal
2506,./image_patches/optimal\S20\patch107.png,S20,optimal
2507,./image_patches/optimal\S20\patch108.png,S20,optimal
2508,./image_patches/optimal\S20\patch109.png,S20,optimal
2509,./image_patches/optimal\S20\patch11.png,S20,optimal
2510,./image_patches/optimal\S20\patch110.png,S20,optimal
2511,./image_patches/optimal\S20\patch111.png,S20,optimal
2512,./image_patches/optimal\S20\patch112.png,S20,optimal
2513,./image_patches/optimal\S20\patch113.png,S20,optimal
2514,./image_patches/optimal\S20\patch114.png,S20,optimal
2515,./image_patches/optimal\S20\patch115.png,S20,optimal
2516,./image_patches/optimal\S20\patch116.png,S20,optimal
2517,./image_patches/optimal\S20\patch12.png,S20,optimal
2518,./image_patches/optimal\S20\patch13.png,S20,optimal
2519,./image_patches/optimal\S20\patch14.png,S20,optimal
2520,./image_patches/optimal\S20\patch15.png,S20,optimal
2521,./image_patches/optimal\S20\patch16.png,S20,optimal
2522,./image_patches/optimal\S20\patch17.png,S20,optimal
2523,./image_patches/optimal\S20\patch18.png,S20,optimal
2524,./image_patches/optimal\S20\patch19.png,S20,optimal
2525,./image_patches/optimal\S20\patch20.png,S20,optimal
2526,./image_patches/optimal\S20\patch21.png,S20,optimal
2527,./image_patches/optimal\S20\patch22.png,S20,optimal
2528,./image_patches/optimal\S20\patch23.png,S20,optimal
2529,./image_patches/optimal\S20\patch24.png,S20,optimal
2530,./image_patches/optimal\S20\patch25.png,S20,optimal
2531,./image_patches/optimal\S20\patch26.png,S20,optimal
2532,./image_patches/optimal\S20\patch27.png,S20,optimal
2533,./image_patches/optimal\S20\patch28.png,S20,optimal
2534,./image_patches/optimal\S20\patch29.png,S20,optimal
2535,./image_patches/optimal\S20\patch30.png,S20,optimal
2536,./image_patches/optimal\S20\patch31.png,S20,optimal
2537,./image_patches/optimal\S20\patch32.png,S20,optimal
2538,./image_patches/optimal\S20\patch33.png,S20,optimal
2539,./image_patches/optimal\S20\patch34.png,S20,optimal
2540,./image_patches/optimal\S20\patch35.png,S20,optimal
2541,./image_patches/optimal\S20\patch36.png,S20,optimal
2542,./image_patches/optimal\S20\patch37.png,S20,optimal
2543,./image_patches/optimal\S20\patch38.png,S20,optimal
2544,./image_patches/optimal\S20\patch39.png,S20,optimal
2545,./image_patches/optimal\S20\patch40.png,S20,optimal
2546,./image_patches/optimal\S20\patch41.png,S20,optimal
2547,./image_patches/optimal\S20\patch42.png,S20,optimal
2548,./image_patches/optimal\S20\patch43.png,S20,optimal
2549,./image_patches/optimal\S20\patch44.png,S20,optimal
2550,./image_patches/optimal\S20\patch45.png,S20,optimal
2551,./image_patches/optimal\S20\patch46.png,S20,optimal
2552,./image_patches/optimal\S20\patch47.png,S20,optimal
2553,./image_patches/optimal\S20\patch48.png,S20,optimal
2554,./image_patches/optimal\S20\patch49.png,S20,optimal
2555,./image_patches/optimal\S20\patch50.png,S20,optimal
2556,./image_patches/optimal\S20\patch51.png,S20,optimal
2557,./image_patches/optimal\S20\patch52.png,S20,optimal
2558,./image_patches/optimal\S20\patch53.png,S20,optimal
2559,./image_patches/optimal\S20\patch54.png,S20,optimal
2560,./image_patches/optimal\S20\patch55.png,S20,optimal
2561,./image_patches/optimal\S20\patch56.png,S20,optimal
2562,./image_patches/optimal\S20\patch57.png,S20,optimal
2563,./image_patches/optimal\S20\patch58.png,S20,optimal
2564,./image_patches/optimal\S20\patch59.png,S20,optimal
2565,./image_patches/optimal\S20\patch60.png,S20,optimal
2566,./image_patches/optimal\S20\patch61.png,S20,optimal
2567,./image_patches/optimal\S20\patch62.png,S20,optimal
2568,./image_patches/optimal\S20\patch63.png,S20,optimal
2569,./image_patches/optimal\S20\patch64.png,S20,optimal
2570,./image_patches/optimal\S20\patch65.png,S20,optimal
2571,./image_patches/optimal\S20\patch66.png,S20,optimal
2572,./image_patches/optimal\S20\patch67.png,S20,optimal
2573,./image_patches/optimal\S20\patch68.png,S20,optimal
2574,./image_patches/optimal\S20\patch69.png,S20,optimal
2575,./image_patches/optimal\S20\patch70.png,S20,optimal
2576,./image_patches/optimal\S20\patch71.png,S20,optimal
2577,./image_patches/optimal\S20\patch72.png,S20,optimal
2578,./image_patches/optimal\S20\patch73.png,S20,optimal
2579,./image_patches/optimal\S20\patch74.png,S20,optimal
2580,./image_patches/optimal\S20\patch75.png,S20,optimal
2581,./image_patches/optimal\S20\patch76.png,S20,optimal
2582,./image_patches/optimal\S20\patch77.png,S20,optimal
2583,./image_patches/optimal\S20\patch78.png,S20,optimal
2584,./image_patches/optimal\S20\patch79.png,S20,optimal
2585,./image_patches/optimal\S20\patch80.png,S20,optimal
2586,./image_patches/optimal\S20\patch81.png,S20,optimal
2587,./image_patches/optimal\S20\patch82.png,S20,optimal
2588,./image_patches/optimal\S20\patch83.png,S20,optimal
2589,./image_patches/optimal\S20\patch84.png,S20,optimal
2590,./image_patches/optimal\S20\patch85.png,S20,optimal
2591,./image_patches/optimal\S20\patch86.png,S20,optimal
2592,./image_patches/optimal\S20\patch87.png,S20,optimal
2593,./image_patches/optimal\S20\patch88.png,S20,optimal
2594,./image_patches/optimal\S20\patch89.png,S20,optimal
2595,./image_patches/optimal\S20\patch90.png,S20,optimal
2596,./image_patches/optimal\S20\patch91.png,S20,optimal
2597,./image_patches/optimal\S20\patch92.png,S20,optimal
2598,./image_patches/optimal\S20\patch93.png,S20,optimal
2599,./image_patches/optimal\S20\patch94.png,S20,optimal
2600,./image_patches/optimal\S20\patch95.png,S20,optimal
2601,./image_patches/optimal\S20\patch96.png,S20,optimal
2602,./image_patches/optimal\S20\patch97.png,S20,optimal
2603,./image_patches/optimal\S20\patch98.png,S20,optimal
2604,./image_patches/optimal\S20\patch99.png,S20,optimal
2605,./image_patches/optimal\S21\patch01.png,S21,optimal
2606,./image_patches/optimal\S21\patch02.png,S21,optimal
2607,./image_patches/optimal\S21\patch03.png,S21,optimal
2608,./image_patches/optimal\S21\patch04.png,S21,optimal
2609,./image_patches/optimal\S21\patch05.png,S21,optimal
2610,./image_patches/optimal\S21\patch06.png,S21,optimal
2611,./image_patches/optimal\S21\patch07.png,S21,optimal
2612,./image_patches/optimal\S21\patch08.png,S21,optimal
2613,./image_patches/optimal\S21\patch09.png,S21,optimal
2614,./image_patches/optimal\S21\patch10.png,S21,optimal
2615,./image_patches/optimal\S21\patch100.png,S21,optimal
2616,./image_patches/optimal\S21\patch101.png,S21,optimal
2617,./image_patches/optimal\S21\patch102.png,S21,optimal
2618,./image_patches/optimal\S21\patch103.png,S21,optimal
2619,./image_patches/optimal\S21\patch104.png,S21,optimal
2620,./image_patches/optimal\S21\patch105.png,S21,optimal
2621,./image_patches/optimal\S21\patch106.png,S21,optimal
2622,./image_patches/optimal\S21\patch107.png,S21,optimal
2623,./image_patches/optimal\S21\patch108.png,S21,optimal
2624,./image_patches/optimal\S21\patch109.png,S21,optimal
2625,./image_patches/optimal\S21\patch11.png,S21,optimal
2626,./image_patches/optimal\S21\patch110.png,S21,optimal
2627,./image_patches/optimal\S21\patch111.png,S21,optimal
2628,./image_patches/optimal\S21\patch112.png,S21,optimal
2629,./image_patches/optimal\S21\patch113.png,S21,optimal
2630,./image_patches/optimal\S21\patch114.png,S21,optimal
2631,./image_patches/optimal\S21\patch115.png,S21,optimal
2632,./image_patches/optimal\S21\patch116.png,S21,optimal
2633,./image_patches/optimal\S21\patch12.png,S21,optimal
2634,./image_patches/optimal\S21\patch13.png,S21,optimal
2635,./image_patches/optimal\S21\patch14.png,S21,optimal
2636,./image_patches/optimal\S21\patch15.png,S21,optimal
2637,./image_patches/optimal\S21\patch16.png,S21,optimal
2638,./image_patches/optimal\S21\patch17.png,S21,optimal
2639,./image_patches/optimal\S21\patch18.png,S21,optimal
2640,./image_patches/optimal\S21\patch19.png,S21,optimal
2641,./image_patches/optimal\S21\patch20.png,S21,optimal
2642,./image_patches/optimal\S21\patch21.png,S21,optimal
2643,./image_patches/optimal\S21\patch22.png,S21,optimal
2644,./image_patches/optimal\S21\patch23.png,S21,optimal
2645,./image_patches/optimal\S21\patch24.png,S21,optimal
2646,./image_patches/optimal\S21\patch25.png,S21,optimal
2647,./image_patches/optimal\S21\patch26.png,S21,optimal
2648,./image_patches/optimal\S21\patch27.png,S21,optimal
2649,./image_patches/optimal\S21\patch28.png,S21,optimal
2650,./image_patches/optimal\S21\patch29.png,S21,optimal
2651,./image_patches/optimal\S21\patch30.png,S21,optimal
2652,./image_patches/optimal\S21\patch31.png,S21,optimal
2653,./image_patches/optimal\S21\patch32.png,S21,optimal
2654,./image_patches/optimal\S21\patch33.png,S21,optimal
2655,./image_patches/optimal\S21\patch34.png,S21,optimal
2656,./image_patches/optimal\S21\patch35.png,S21,optimal
2657,./image_patches/optimal\S21\patch36.png,S21,optimal
2658,./image_patches/optimal\S21\patch37.png,S21,optimal
2659,./image_patches/optimal\S21\patch38.png,S21,optimal
2660,./image_patches/optimal\S21\patch39.png,S21,optimal
2661,./image_patches/optimal\S21\patch40.png,S21,optimal
2662,./image_patches/optimal\S21\patch41.png,S21,optimal
2663,./image_patches/optimal\S21\patch42.png,S21,optimal
2664,./image_patches/optimal\S21\patch43.png,S21,optimal
2665,./image_patches/optimal\S21\patch44.png,S21,optimal
2666,./image_patches/optimal\S21\patch45.png,S21,optimal
2667,./image_patches/optimal\S21\patch46.png,S21,optimal
2668,./image_patches/optimal\S21\patch47.png,S21,optimal
2669,./image_patches/optimal\S21\patch48.png,S21,optimal
2670,./image_patches/optimal\S21\patch49.png,S21,optimal
2671,./image_patches/optimal\S21\patch50.png,S21,optimal
2672,./image_patches/optimal\S21\patch51.png,S21,optimal
2673,./image_patches/optimal\S21\patch52.png,S21,optimal
2674,./image_patches/optimal\S21\patch53.png,S21,optimal
2675,./image_patches/optimal\S21\patch54.png,S21,optimal
2676,./image_patches/optimal\S21\patch55.png,S21,optimal
2677,./image_patches/optimal\S21\patch56.png,S21,optimal
2678,./image_patches/optimal\S21\patch57.png,S21,optimal
2679,./image_patches/optimal\S21\patch58.png,S21,optimal
2680,./image_patches/optimal\S21\patch59.png,S21,optimal
2681,./image_patches/optimal\S21\patch60.png,S21,optimal
2682,./image_patches/optimal\S21\patch61.png,S21,optimal
2683,./image_patches/optimal\S21\patch62.png,S21,optimal
2684,./image_patches/optimal\S21\patch63.png,S21,optimal
2685,./image_patches/optimal\S21\patch64.png,S21,optimal
2686,./image_patches/optimal\S21\patch65.png,S21,optimal
2687,./image_patches/optimal\S21\patch66.png,S21,optimal
2688,./image_patches/optimal\S21\patch67.png,S21,optimal
2689,./image_patches/optimal\S21\patch68.png,S21,optimal
2690,./image_patches/optimal\S21\patch69.png,S21,optimal
2691,./image_patches/optimal\S21\patch70.png,S21,optimal
2692,./image_patches/optimal\S21\patch71.png,S21,optimal
2693,./image_patches/optimal\S21\patch72.png,S21,optimal
2694,./image_patches/optimal\S21\patch73.png,S21,optimal
2695,./image_patches/optimal\S21\patch74.png,S21,optimal
2696,./image_patches/optimal\S21\patch75.png,S21,optimal
2697,./image_patches/optimal\S21\patch76.png,S21,optimal
2698,./image_patches/optimal\S21\patch77.png,S21,optimal
2699,./image_patches/optimal\S21\patch78.png,S21,optimal
2700,./image_patches/optimal\S21\patch79.png,S21,optimal
2701,./image_patches/optimal\S21\patch80.png,S21,optimal
2702,./image_patches/optimal\S21\patch81.png,S21,optimal
2703,./image_patches/optimal\S21\patch82.png,S21,optimal
2704,./image_patches/optimal\S21\patch83.png,S21,optimal
2705,./image_patches/optimal\S21\patch84.png,S21,optimal
2706,./image_patches/optimal\S21\patch85.png,S21,optimal
2707,./image_patches/optimal\S21\patch86.png,S21,optimal
2708,./image_patches/optimal\S21\patch87.png,S21,optimal
2709,./image_patches/optimal\S21\patch88.png,S21,optimal
2710,./image_patches/optimal\S21\patch89.png,S21,optimal
2711,./image_patches/optimal\S21\patch90.png,S21,optimal
2712,./image_patches/optimal\S21\patch91.png,S21,optimal
2713,./image_patches/optimal\S21\patch92.png,S21,optimal
2714,./image_patches/optimal\S21\patch93.png,S21,optimal
2715,./image_patches/optimal\S21\patch94.png,S21,optimal
2716,./image_patches/optimal\S21\patch95.png,S21,optimal
2717,./image_patches/optimal\S21\patch96.png,S21,optimal
2718,./image_patches/optimal\S21\patch97.png,S21,optimal
2719,./image_patches/optimal\S21\patch98.png,S21,optimal
2720,./image_patches/optimal\S21\patch99.png,S21,optimal
2721,./image_patches/optimal\S22\patch01.png,S22,optimal
2722,./image_patches/optimal\S22\patch02.png,S22,optimal
2723,./image_patches/optimal\S22\patch03.png,S22,optimal
2724,./image_patches/optimal\S22\patch04.png,S22,optimal
2725,./image_patches/optimal\S22\patch05.png,S22,optimal
2726,./image_patches/optimal\S22\patch06.png,S22,optimal
2727,./image_patches/optimal\S22\patch07.png,S22,optimal
2728,./image_patches/optimal\S22\patch08.png,S22,optimal
2729,./image_patches/optimal\S22\patch09.png,S22,optimal
2730,./image_patches/optimal\S22\patch10.png,S22,optimal
2731,./image_patches/optimal\S22\patch100.png,S22,optimal
2732,./image_patches/optimal\S22\patch101.png,S22,optimal
2733,./image_patches/optimal\S22\patch102.png,S22,optimal
2734,./image_patches/optimal\S22\patch103.png,S22,optimal
2735,./image_patches/optimal\S22\patch104.png,S22,optimal
2736,./image_patches/optimal\S22\patch105.png,S22,optimal
2737,./image_patches/optimal\S22\patch106.png,S22,optimal
2738,./image_patches/optimal\S22\patch107.png,S22,optimal
2739,./image_patches/optimal\S22\patch108.png,S22,optimal
2740,./image_patches/optimal\S22\patch109.png,S22,optimal
2741,./image_patches/optimal\S22\patch11.png,S22,optimal
2742,./image_patches/optimal\S22\patch110.png,S22,optimal
2743,./image_patches/optimal\S22\patch111.png,S22,optimal
2744,./image_patches/optimal\S22\patch112.png,S22,optimal
2745,./image_patches/optimal\S22\patch114.png,S22,optimal
2746,./image_patches/optimal\S22\patch115.png,S22,optimal
2747,./image_patches/optimal\S22\patch116.png,S22,optimal
2748,./image_patches/optimal\S22\patch118.png,S22,optimal
2749,./image_patches/optimal\S22\patch12.png,S22,optimal
2750,./image_patches/optimal\S22\patch13.png,S22,optimal
2751,./image_patches/optimal\S22\patch14.png,S22,optimal
2752,./image_patches/optimal\S22\patch15.png,S22,optimal
2753,./image_patches/optimal\S22\patch16.png,S22,optimal
2754,./image_patches/optimal\S22\patch17.png,S22,optimal
2755,./image_patches/optimal\S22\patch18.png,S22,optimal
2756,./image_patches/optimal\S22\patch19.png,S22,optimal
2757,./image_patches/optimal\S22\patch20.png,S22,optimal
2758,./image_patches/optimal\S22\patch21.png,S22,optimal
2759,./image_patches/optimal\S22\patch22.png,S22,optimal
2760,./image_patches/optimal\S22\patch23.png,S22,optimal
2761,./image_patches/optimal\S22\patch24.png,S22,optimal
2762,./image_patches/optimal\S22\patch25.png,S22,optimal
2763,./image_patches/optimal\S22\patch26.png,S22,optimal
2764,./image_patches/optimal\S22\patch27.png,S22,optimal
2765,./image_patches/optimal\S22\patch28.png,S22,optimal
2766,./image_patches/optimal\S22\patch29.png,S22,optimal
2767,./image_patches/optimal\S22\patch30.png,S22,optimal
2768,./image_patches/optimal\S22\patch31.png,S22,optimal
2769,./image_patches/optimal\S22\patch32.png,S22,optimal
2770,./image_patches/optimal\S22\patch33.png,S22,optimal
2771,./image_patches/optimal\S22\patch34.png,S22,optimal
2772,./image_patches/optimal\S22\patch35.png,S22,optimal
2773,./image_patches/optimal\S22\patch36.png,S22,optimal
2774,./image_patches/optimal\S22\patch37.png,S22,optimal
2775,./image_patches/optimal\S22\patch38.png,S22,optimal
2776,./image_patches/optimal\S22\patch39.png,S22,optimal
2777,./image_patches/optimal\S22\patch40.png,S22,optimal
2778,./image_patches/optimal\S22\patch41.png,S22,optimal
2779,./image_patches/optimal\S22\patch42.png,S22,optimal
2780,./image_patches/optimal\S22\patch43.png,S22,optimal
2781,./image_patches/optimal\S22\patch44.png,S22,optimal
2782,./image_patches/optimal\S22\patch45.png,S22,optimal
2783,./image_patches/optimal\S22\patch46.png,S22,optimal
