,filedir,S_id,label
695,./image_patches/low\S06\patch27.png,S06,low
369,./image_patches/low\S03\patch85.png,S03,low
2712,./image_patches/optimal\S21\patch91.png,S21,optimal
831,./image_patches/low\S07\patch35.png,S07,low
1850,./image_patches/low\S14\patch63.png,S14,low
492,./image_patches/low\S04\patch80.png,S04,low
1708,./image_patches/low\S13\patch48.png,S13,low
4136,./image_patches/high\S29\patch21.png,S29,high
2664,./image_patches/optimal\S21\patch43.png,S21,optimal
2481,./image_patches/optimal\S19\patch92.png,S19,optimal
2403,./image_patches/optimal\S19\patch14.png,S19,optimal
2262,./image_patches/optimal\S18\patch111.png,S18,optimal
4271,./image_patches/high\S30\patch28.png,S30,high
2285,./image_patches/optimal\S18\patch20.png,S18,optimal
3438,./image_patches/high\S25\patch41.png,S25,high
2950,./image_patches/optimal\S23\patch194.png,S23,optimal
4457,./image_patches/high\S31\patch86.png,S31,high
0,./image_patches/low\S01\patch01.png,S01,low
3187,./image_patches/high\S24\patch224.png,S24,high
227,./image_patches/low\S02\patch71.png,S02,low
707,./image_patches/low\S06\patch39.png,S06,low
339,./image_patches/low\S03\patch55.png,S03,low
1396,./image_patches/low\S11\patch106.png,S11,low
77,./image_patches/low\S01\patch49.png,S01,low
1373,./image_patches/low\S10\patch93.png,S10,low
3898,./image_patches/high\S27\patch39.png,S27,high
353,./image_patches/low\S03\patch69.png,S03,low
412,./image_patches/low\S04\patch117.png,S04,low
1679,./image_patches/low\S13\patch19.png,S13,low
3824,./image_patches/high\S27\patch176.png,S27,high
1428,./image_patches/low\S11\patch20.png,S11,low
4755,./image_patches/high\S34\patch117.png,S34,high
2637,./image_patches/optimal\S21\patch16.png,S21,optimal
4845,./image_patches/high\S34\patch90.png,S34,high
4566,./image_patches/high\S32\patch67.png,S32,high
2319,./image_patches/optimal\S18\patch54.png,S18,optimal
4160,./image_patches/high\S29\patch45.png,S29,high
3473,./image_patches/high\S25\patch76.png,S25,high
1314,./image_patches/low\S10\patch34.png,S10,low
4233,./image_patches/high\S30\patch108.png,S30,high
1254,./image_patches/low\S10\patch184.png,S10,low
4585,./image_patches/high\S32\patch86.png,S32,high
1976,./image_patches/optimal\S15\patch76.png,S15,optimal
4396,./image_patches/high\S31\patch25.png,S31,high
4409,./image_patches/high\S31\patch38.png,S31,high
835,./image_patches/low\S07\patch39.png,S07,low
4202,./image_patches/high\S29\patch87.png,S29,high
3687,./image_patches/high\S26\patch56.png,S26,high
4218,./image_patches/high\S30\patch04.png,S30,high
4716,./image_patches/high\S33\patch89.png,S33,high
4458,./image_patches/high\S31\patch87.png,S31,high
4113,./image_patches/high\S29\patch115.png,S29,high
2672,./image_patches/optimal\S21\patch51.png,S21,optimal
3160,./image_patches/high\S24\patch20.png,S24,high
4743,./image_patches/high\S34\patch106.png,S34,high
1583,./image_patches/low\S12\patch49.png,S12,low
1663,./image_patches/low\S13\patch118.png,S13,low
1029,./image_patches/low\S09\patch06.png,S09,low
1348,./image_patches/low\S10\patch68.png,S10,low
1405,./image_patches/low\S11\patch114.png,S11,low
1150,./image_patches/low\S09\patch98.png,S09,low
663,./image_patches/low\S06\patch112.png,S06,low
4163,./image_patches/high\S29\patch48.png,S29,high
1837,./image_patches/low\S14\patch50.png,S14,low
3274,./image_patches/high\S25\patch06.png,S25,high
3054,./image_patches/high\S24\patch103.png,S24,high
602,./image_patches/low\S05\patch62.png,S05,low
3914,./image_patches/high\S27\patch55.png,S27,high
3675,./image_patches/high\S26\patch44.png,S26,high
4392,./image_patches/high\S31\patch21.png,S31,high
3765,./image_patches/high\S27\patch122.png,S27,high
1810,./image_patches/low\S14\patch23.png,S14,low
3991,./image_patches/high\S28\patch120.png,S28,high
2226,./image_patches/optimal\S17\patch86.png,S17,optimal
2193,./image_patches/optimal\S17\patch53.png,S17,optimal
1308,./image_patches/low\S10\patch28.png,S10,low
2731,./image_patches/optimal\S22\patch100.png,S22,optimal
229,./image_patches/low\S02\patch73.png,S02,low
1739,./image_patches/low\S13\patch79.png,S13,low
645,./image_patches/low\S06\patch06.png,S06,low
2074,./image_patches/optimal\S16\patch59.png,S16,optimal
2680,./image_patches/optimal\S21\patch59.png,S21,optimal
4004,./image_patches/high\S28\patch17.png,S28,high
106,./image_patches/low\S01\patch78.png,S01,low
3334,./image_patches/high\S25\patch150.png,S25,high
1007,./image_patches/low\S08\patch83.png,S08,low
4648,./image_patches/high\S33\patch21.png,S33,high
756,./image_patches/low\S06\patch88.png,S06,low
2342,./image_patches/optimal\S18\patch77.png,S18,optimal
3510,./image_patches/high\S26\patch103.png,S26,high
2522,./image_patches/optimal\S20\patch17.png,S20,optimal
2022,./image_patches/optimal\S16\patch111.png,S16,optimal
3556,./image_patches/high\S26\patch145.png,S26,high
1642,./image_patches/low\S13\patch09.png,S13,low
4296,./image_patches/high\S30\patch53.png,S30,high
3897,./image_patches/high\S27\patch38.png,S27,high
334,./image_patches/low\S03\patch50.png,S03,low
1529,./image_patches/low\S12\patch110.png,S12,low
1985,./image_patches/optimal\S15\patch85.png,S15,optimal
2229,./image_patches/optimal\S17\patch89.png,S17,optimal
333,./image_patches/low\S03\patch49.png,S03,low
4143,./image_patches/high\S29\patch28.png,S29,high
1771,./image_patches/low\S14\patch101.png,S14,low
1723,./image_patches/low\S13\patch63.png,S13,low
471,./image_patches/low\S04\patch59.png,S04,low
3738,./image_patches/high\S27\patch08.png,S27,high
4757,./image_patches/high\S34\patch119.png,S34,high
3024,./image_patches/optimal\S23\patch83.png,S23,optimal
3480,./image_patches/high\S25\patch83.png,S25,high
3905,./image_patches/high\S27\patch46.png,S27,high
4563,./image_patches/high\S32\patch64.png,S32,high
4840,./image_patches/high\S34\patch85.png,S34,high
1965,./image_patches/optimal\S15\patch65.png,S15,optimal
2425,./image_patches/optimal\S19\patch36.png,S19,optimal
3065,./image_patches/high\S24\patch113.png,S24,high
376,./image_patches/low\S03\patch92.png,S03,low
1891,./image_patches/optimal\S15\patch05.png,S15,optimal
1841,./image_patches/low\S14\patch54.png,S14,low
1865,./image_patches/low\S14\patch78.png,S14,low
171,./image_patches/low\S02\patch15.png,S02,low
939,./image_patches/low\S08\patch15.png,S08,low
259,./image_patches/low\S03\patch04.png,S03,low
2353,./image_patches/optimal\S18\patch88.png,S18,optimal
3142,./image_patches/high\S24\patch183.png,S24,high
2036,./image_patches/optimal\S16\patch21.png,S16,optimal
4350,./image_patches/high\S31\patch08.png,S31,high
4026,./image_patches/high\S28\patch39.png,S28,high
3890,./image_patches/high\S27\patch31.png,S27,high
4382,./image_patches/high\S31\patch127.png,S31,high
2086,./image_patches/optimal\S16\patch71.png,S16,optimal
1960,./image_patches/optimal\S15\patch60.png,S15,optimal
1083,./image_patches/low\S09\patch31.png,S09,low
3926,./image_patches/high\S27\patch67.png,S27,high
402,./image_patches/low\S04\patch108.png,S04,low
3467,./image_patches/high\S25\patch70.png,S25,high
1235,./image_patches/low\S10\patch167.png,S10,low
3739,./image_patches/high\S27\patch09.png,S27,high
3015,./image_patches/optimal\S23\patch74.png,S23,optimal
2444,./image_patches/optimal\S19\patch55.png,S19,optimal
790,./image_patches/low\S07\patch111.png,S07,low
2083,./image_patches/optimal\S16\patch68.png,S16,optimal
1593,./image_patches/low\S12\patch59.png,S12,low
3498,./image_patches/high\S26\patch02.png,S26,high
216,./image_patches/low\S02\patch60.png,S02,low
3645,./image_patches/high\S26\patch226.png,S26,high
4268,./image_patches/high\S30\patch25.png,S30,high
264,./image_patches/low\S03\patch09.png,S03,low
4434,./image_patches/high\S31\patch63.png,S31,high
4462,./image_patches/high\S31\patch91.png,S31,high
1964,./image_patches/optimal\S15\patch64.png,S15,optimal
1437,./image_patches/low\S11\patch29.png,S11,low
3985,./image_patches/high\S28\patch115.png,S28,high
413,./image_patches/low\S04\patch118.png,S04,low
1351,./image_patches/low\S10\patch71.png,S10,low
606,./image_patches/low\S05\patch66.png,S05,low
2197,./image_patches/optimal\S17\patch57.png,S17,optimal
1545,./image_patches/low\S12\patch125.png,S12,low
3788,./image_patches/high\S27\patch143.png,S27,high
4787,./image_patches/high\S34\patch32.png,S34,high
4606,./image_patches/high\S33\patch08.png,S33,high
311,./image_patches/low\S03\patch27.png,S03,low
4038,./image_patches/high\S28\patch51.png,S28,high
4556,./image_patches/high\S32\patch57.png,S32,high
1424,./image_patches/low\S11\patch16.png,S11,low
2847,./image_patches/optimal\S23\patch100.png,S23,optimal
3244,./image_patches/high\S24\patch75.png,S24,high
3157,./image_patches/high\S24\patch197.png,S24,high
4347,./image_patches/high\S31\patch05.png,S31,high
1263,./image_patches/low\S10\patch192.png,S10,low
2168,./image_patches/optimal\S17\patch28.png,S17,optimal
918,./image_patches/low\S08\patch111.png,S08,low
3537,./image_patches/high\S26\patch128.png,S26,high
1586,./image_patches/low\S12\patch52.png,S12,low
3543,./image_patches/high\S26\patch133.png,S26,high
510,./image_patches/low\S04\patch98.png,S04,low
2711,./image_patches/optimal\S21\patch90.png,S21,optimal
2564,./image_patches/optimal\S20\patch59.png,S20,optimal
4501,./image_patches/high\S32\patch119.png,S32,high
4043,./image_patches/high\S28\patch56.png,S28,high
1230,./image_patches/low\S10\patch162.png,S10,low
1450,./image_patches/low\S11\patch42.png,S11,low
921,./image_patches/low\S08\patch114.png,S08,low
2391,./image_patches/optimal\S19\patch115.png,S19,optimal
3795,./image_patches/high\S27\patch15.png,S27,high
1872,./image_patches/low\S14\patch85.png,S14,low
926,./image_patches/low\S08\patch119.png,S08,low
2433,./image_patches/optimal\S19\patch44.png,S19,optimal
4841,./image_patches/high\S34\patch86.png,S34,high
385,./image_patches/low\S04\patch02.png,S04,low
2666,./image_patches/optimal\S21\patch45.png,S21,optimal
3147,./image_patches/high\S24\patch188.png,S24,high
4791,./image_patches/high\S34\patch36.png,S34,high
2920,./image_patches/optimal\S23\patch167.png,S23,optimal
1887,./image_patches/optimal\S15\patch01.png,S15,optimal
1174,./image_patches/low\S10\patch111.png,S10,low
768,./image_patches/low\S07\patch01.png,S07,low
503,./image_patches/low\S04\patch91.png,S04,low
3233,./image_patches/high\S24\patch64.png,S24,high
2973,./image_patches/optimal\S23\patch32.png,S23,optimal
2410,./image_patches/optimal\S19\patch21.png,S19,optimal
3094,./image_patches/high\S24\patch14.png,S24,high
915,./image_patches/low\S08\patch109.png,S08,low
2933,./image_patches/optimal\S23\patch179.png,S23,optimal
4522,./image_patches/high\S32\patch23.png,S32,high
819,./image_patches/low\S07\patch23.png,S07,low
3170,./image_patches/high\S24\patch209.png,S24,high
2786,./image_patches/optimal\S22\patch49.png,S22,optimal
4153,./image_patches/high\S29\patch38.png,S29,high
114,./image_patches/low\S01\patch86.png,S01,low
228,./image_patches/low\S02\patch72.png,S02,low
3107,./image_patches/high\S24\patch151.png,S24,high
2150,./image_patches/optimal\S17\patch123.png,S17,optimal
3698,./image_patches/high\S26\patch67.png,S26,high
3778,./image_patches/high\S27\patch134.png,S27,high
3055,./image_patches/high\S24\patch104.png,S24,high
907,./image_patches/low\S08\patch101.png,S08,low
2798,./image_patches/optimal\S22\patch61.png,S22,optimal
1927,./image_patches/optimal\S15\patch27.png,S15,optimal
1609,./image_patches/low\S12\patch75.png,S12,low
950,./image_patches/low\S08\patch26.png,S08,low
3819,./image_patches/high\S27\patch171.png,S27,high
3509,./image_patches/high\S26\patch102.png,S26,high
3261,./image_patches/high\S24\patch92.png,S24,high
4824,./image_patches/high\S34\patch69.png,S34,high
4264,./image_patches/high\S30\patch21.png,S30,high
4660,./image_patches/high\S33\patch33.png,S33,high
668,./image_patches/low\S06\patch117.png,S06,low
2206,./image_patches/optimal\S17\patch66.png,S17,optimal
1565,./image_patches/low\S12\patch31.png,S12,low
1186,./image_patches/low\S10\patch122.png,S10,low
1451,./image_patches/low\S11\patch43.png,S11,low
2228,./image_patches/optimal\S17\patch88.png,S17,optimal
4497,./image_patches/high\S32\patch115.png,S32,high
2586,./image_patches/optimal\S20\patch81.png,S20,optimal
1804,./image_patches/low\S14\patch17.png,S14,low
2063,./image_patches/optimal\S16\patch48.png,S16,optimal
2742,./image_patches/optimal\S22\patch110.png,S22,optimal
4502,./image_patches/high\S32\patch12.png,S32,high
3425,./image_patches/high\S25\patch28.png,S25,high
792,./image_patches/low\S07\patch113.png,S07,low
2091,./image_patches/optimal\S16\patch76.png,S16,optimal
357,./image_patches/low\S03\patch73.png,S03,low
1769,./image_patches/low\S14\patch10.png,S14,low
567,./image_patches/low\S05\patch27.png,S05,low
3486,./image_patches/high\S25\patch89.png,S25,high
2399,./image_patches/optimal\S19\patch122.png,S19,optimal
679,./image_patches/low\S06\patch127.png,S06,low
1181,./image_patches/low\S10\patch118.png,S10,low
973,./image_patches/low\S08\patch49.png,S08,low
2779,./image_patches/optimal\S22\patch42.png,S22,optimal
3759,./image_patches/high\S27\patch117.png,S27,high
989,./image_patches/low\S08\patch65.png,S08,low
2956,./image_patches/optimal\S23\patch20.png,S23,optimal
879,./image_patches/low\S07\patch83.png,S07,low
2316,./image_patches/optimal\S18\patch51.png,S18,optimal
1849,./image_patches/low\S14\patch62.png,S14,low
4510,./image_patches/high\S32\patch127.png,S32,high
2191,./image_patches/optimal\S17\patch51.png,S17,optimal
1720,./image_patches/low\S13\patch60.png,S13,low
1129,./image_patches/low\S09\patch77.png,S09,low
625,./image_patches/low\S05\patch85.png,S05,low
3186,./image_patches/high\S24\patch223.png,S24,high
1936,./image_patches/optimal\S15\patch36.png,S15,optimal
217,./image_patches/low\S02\patch61.png,S02,low
3527,./image_patches/high\S26\patch119.png,S26,high
1794,./image_patches/low\S14\patch122.png,S14,low
3312,./image_patches/high\S25\patch130.png,S25,high
1832,./image_patches/low\S14\patch45.png,S14,low
847,./image_patches/low\S07\patch51.png,S07,low
3834,./image_patches/high\S27\patch185.png,S27,high
1543,./image_patches/low\S12\patch123.png,S12,low
2028,./image_patches/optimal\S16\patch13.png,S16,optimal
4402,./image_patches/high\S31\patch31.png,S31,high
1366,./image_patches/low\S10\patch86.png,S10,low
992,./image_patches/low\S08\patch68.png,S08,low
3987,./image_patches/high\S28\patch117.png,S28,high
1866,./image_patches/low\S14\patch79.png,S14,low
2021,./image_patches/optimal\S16\patch110.png,S16,optimal
2455,./image_patches/optimal\S19\patch66.png,S19,optimal
107,./image_patches/low\S01\patch79.png,S01,low
3082,./image_patches/high\S24\patch129.png,S24,high
3460,./image_patches/high\S25\patch63.png,S25,high
4827,./image_patches/high\S34\patch72.png,S34,high
2157,./image_patches/optimal\S17\patch17.png,S17,optimal
1293,./image_patches/low\S10\patch22.png,S10,low
1813,./image_patches/low\S14\patch26.png,S14,low
86,./image_patches/low\S01\patch58.png,S01,low
2459,./image_patches/optimal\S19\patch70.png,S19,optimal
2458,./image_patches/optimal\S19\patch69.png,S19,optimal
833,./image_patches/low\S07\patch37.png,S07,low
2500,./image_patches/optimal\S20\patch101.png,S20,optimal
2360,./image_patches/optimal\S18\patch95.png,S18,optimal
1160,./image_patches/low\S10\patch09.png,S10,low
794,./image_patches/low\S07\patch115.png,S07,low
4469,./image_patches/high\S31\patch98.png,S31,high
2195,./image_patches/optimal\S17\patch55.png,S17,optimal
241,./image_patches/low\S02\patch85.png,S02,low
2596,./image_patches/optimal\S20\patch91.png,S20,optimal
1279,./image_patches/low\S10\patch207.png,S10,low
3815,./image_patches/high\S27\patch168.png,S27,high
404,./image_patches/low\S04\patch11.png,S04,low
4511,./image_patches/high\S32\patch128.png,S32,high
2726,./image_patches/optimal\S22\patch06.png,S22,optimal
4727,./image_patches/high\S34\patch01.png,S34,high
3610,./image_patches/high\S26\patch194.png,S26,high
315,./image_patches/low\S03\patch31.png,S03,low
3881,./image_patches/high\S27\patch228.png,S27,high
1926,./image_patches/optimal\S15\patch26.png,S15,optimal
252,./image_patches/low\S02\patch96.png,S02,low
4819,./image_patches/high\S34\patch64.png,S34,high
4460,./image_patches/high\S31\patch89.png,S31,high
3381,./image_patches/high\S25\patch193.png,S25,high
2534,./image_patches/optimal\S20\patch29.png,S20,optimal
1892,./image_patches/optimal\S15\patch06.png,S15,optimal
3555,./image_patches/high\S26\patch144.png,S26,high
1829,./image_patches/low\S14\patch42.png,S14,low
1748,./image_patches/low\S13\patch88.png,S13,low
4728,./image_patches/high\S34\patch02.png,S34,high
911,./image_patches/low\S08\patch105.png,S08,low
1578,./image_patches/low\S12\patch44.png,S12,low
164,./image_patches/low\S02\patch124.png,S02,low
1085,./image_patches/low\S09\patch33.png,S09,low
3001,./image_patches/optimal\S23\patch60.png,S23,optimal
3793,./image_patches/high\S27\patch148.png,S27,high
2261,./image_patches/optimal\S18\patch110.png,S18,optimal
1466,./image_patches/low\S11\patch58.png,S11,low
1295,./image_patches/low\S10\patch221.png,S10,low
1231,./image_patches/low\S10\patch163.png,S10,low
2520,./image_patches/optimal\S20\patch15.png,S20,optimal
574,./image_patches/low\S05\patch34.png,S05,low
2027,./image_patches/optimal\S16\patch12.png,S16,optimal
1201,./image_patches/low\S10\patch136.png,S10,low
1932,./image_patches/optimal\S15\patch32.png,S15,optimal
1301,./image_patches/low\S10\patch227.png,S10,low
1040,./image_patches/low\S09\patch106.png,S09,low
4104,./image_patches/high\S29\patch107.png,S29,high
1325,./image_patches/low\S10\patch45.png,S10,low
1724,./image_patches/low\S13\patch64.png,S13,low
1895,./image_patches/optimal\S15\patch09.png,S15,optimal
4746,./image_patches/high\S34\patch109.png,S34,high
3878,./image_patches/high\S27\patch225.png,S27,high
4120,./image_patches/high\S29\patch121.png,S29,high
1510,./image_patches/low\S12\patch03.png,S12,low
2580,./image_patches/optimal\S20\patch75.png,S20,optimal
966,./image_patches/low\S08\patch42.png,S08,low
1369,./image_patches/low\S10\patch89.png,S10,low
2452,./image_patches/optimal\S19\patch63.png,S19,optimal
147,./image_patches/low\S02\patch109.png,S02,low
765,./image_patches/low\S06\patch97.png,S06,low
328,./image_patches/low\S03\patch44.png,S03,low
4854,./image_patches/high\S34\patch99.png,S34,high
1633,./image_patches/low\S12\patch99.png,S12,low
3591,./image_patches/high\S26\patch177.png,S26,high
3995,./image_patches/high\S28\patch124.png,S28,high
811,./image_patches/low\S07\patch15.png,S07,low
1175,./image_patches/low\S10\patch112.png,S10,low
4685,./image_patches/high\S33\patch58.png,S33,high
3392,./image_patches/high\S25\patch203.png,S25,high
2446,./image_patches/optimal\S19\patch57.png,S19,optimal
1846,./image_patches/low\S14\patch59.png,S14,low
3189,./image_patches/high\S24\patch226.png,S24,high
611,./image_patches/low\S05\patch71.png,S05,low
2175,./image_patches/optimal\S17\patch35.png,S17,optimal
113,./image_patches/low\S01\patch85.png,S01,low
3213,./image_patches/high\S24\patch44.png,S24,high
1286,./image_patches/low\S10\patch213.png,S10,low
3875,./image_patches/high\S27\patch222.png,S27,high
1669,./image_patches/low\S13\patch123.png,S13,low
41,./image_patches/low\S01\patch13.png,S01,low
3303,./image_patches/high\S25\patch122.png,S25,high
1214,./image_patches/low\S10\patch148.png,S10,low
3516,./image_patches/high\S26\patch109.png,S26,high
2341,./image_patches/optimal\S18\patch76.png,S18,optimal
4640,./image_patches/high\S33\patch13.png,S33,high
711,./image_patches/low\S06\patch43.png,S06,low
607,./image_patches/low\S05\patch67.png,S05,low
434,./image_patches/low\S04\patch22.png,S04,low
1226,./image_patches/low\S10\patch159.png,S10,low
1054,./image_patches/low\S09\patch119.png,S09,low
782,./image_patches/low\S07\patch104.png,S07,low
3731,./image_patches/high\S27\patch01.png,S27,high
3832,./image_patches/high\S27\patch183.png,S27,high
1691,./image_patches/low\S13\patch31.png,S13,low
214,./image_patches/low\S02\patch58.png,S02,low
3904,./image_patches/high\S27\patch45.png,S27,high
2820,./image_patches/optimal\S22\patch83.png,S22,optimal
393,./image_patches/low\S04\patch10.png,S04,low
3866,./image_patches/high\S27\patch214.png,S27,high
1067,./image_patches/low\S09\patch15.png,S09,low
566,./image_patches/low\S05\patch26.png,S05,low
4487,./image_patches/high\S32\patch106.png,S32,high
991,./image_patches/low\S08\patch67.png,S08,low
702,./image_patches/low\S06\patch34.png,S06,low
4013,./image_patches/high\S28\patch26.png,S28,high
3893,./image_patches/high\S27\patch34.png,S27,high
2073,./image_patches/optimal\S16\patch58.png,S16,optimal
4752,./image_patches/high\S34\patch114.png,S34,high
1157,./image_patches/low\S10\patch06.png,S10,low
2998,./image_patches/optimal\S23\patch57.png,S23,optimal
2503,./image_patches/optimal\S20\patch104.png,S20,optimal
2055,./image_patches/optimal\S16\patch40.png,S16,optimal
1766,./image_patches/low\S14\patch07.png,S14,low
639,./image_patches/low\S05\patch99.png,S05,low
1158,./image_patches/low\S10\patch07.png,S10,low
1641,./image_patches/low\S13\patch08.png,S13,low
1847,./image_patches/low\S14\patch60.png,S14,low
581,./image_patches/low\S05\patch41.png,S05,low
630,./image_patches/low\S05\patch90.png,S05,low
2701,./image_patches/optimal\S21\patch80.png,S21,optimal
1310,./image_patches/low\S10\patch30.png,S10,low
3885,./image_patches/high\S27\patch26.png,S27,high
1764,./image_patches/low\S14\patch05.png,S14,low
3724,./image_patches/high\S26\patch93.png,S26,high
851,./image_patches/low\S07\patch55.png,S07,low
4097,./image_patches/high\S29\patch100.png,S29,high
3891,./image_patches/high\S27\patch32.png,S27,high
1939,./image_patches/optimal\S15\patch39.png,S15,optimal
1003,./image_patches/low\S08\patch79.png,S08,low
4312,./image_patches/high\S30\patch69.png,S30,high
4745,./image_patches/high\S34\patch108.png,S34,high
2312,./image_patches/optimal\S18\patch47.png,S18,optimal
3906,./image_patches/high\S27\patch47.png,S27,high
2450,./image_patches/optimal\S19\patch61.png,S19,optimal
734,./image_patches/low\S06\patch66.png,S06,low
3935,./image_patches/high\S27\patch76.png,S27,high
3702,./image_patches/high\S26\patch71.png,S26,high
740,./image_patches/low\S06\patch72.png,S06,low
2927,./image_patches/optimal\S23\patch173.png,S23,optimal
4317,./image_patches/high\S30\patch74.png,S30,high
1130,./image_patches/low\S09\patch78.png,S09,low
729,./image_patches/low\S06\patch61.png,S06,low
3176,./image_patches/high\S24\patch214.png,S24,high
2665,./image_patches/optimal\S21\patch44.png,S21,optimal
1620,./image_patches/low\S12\patch86.png,S12,low
4362,./image_patches/high\S31\patch109.png,S31,high
367,./image_patches/low\S03\patch83.png,S03,low
4191,./image_patches/high\S29\patch76.png,S29,high
2817,./image_patches/optimal\S22\patch80.png,S22,optimal
712,./image_patches/low\S06\patch44.png,S06,low
620,./image_patches/low\S05\patch80.png,S05,low
1358,./image_patches/low\S10\patch78.png,S10,low
4246,./image_patches/high\S30\patch12.png,S30,high
78,./image_patches/low\S01\patch50.png,S01,low
4696,./image_patches/high\S33\patch69.png,S33,high
3337,./image_patches/high\S25\patch153.png,S25,high
2697,./image_patches/optimal\S21\patch76.png,S21,optimal
3623,./image_patches/high\S26\patch206.png,S26,high
1726,./image_patches/low\S13\patch66.png,S13,low
1542,./image_patches/low\S12\patch122.png,S12,low
3443,./image_patches/high\S25\patch46.png,S25,high
677,./image_patches/low\S06\patch125.png,S06,low
3481,./image_patches/high\S25\patch84.png,S25,high
1070,./image_patches/low\S09\patch18.png,S09,low
3253,./image_patches/high\S24\patch84.png,S24,high
3679,./image_patches/high\S26\patch48.png,S26,high
2885,./image_patches/optimal\S23\patch135.png,S23,optimal
1211,./image_patches/low\S10\patch145.png,S10,low
3410,./image_patches/high\S25\patch22.png,S25,high
3971,./image_patches/high\S28\patch102.png,S28,high
3072,./image_patches/high\S24\patch12.png,S24,high
1584,./image_patches/low\S12\patch50.png,S12,low
696,./image_patches/low\S06\patch28.png,S06,low
468,./image_patches/low\S04\patch56.png,S04,low
787,./image_patches/low\S07\patch109.png,S07,low
4741,./image_patches/high\S34\patch104.png,S34,high
1657,./image_patches/low\S13\patch112.png,S13,low
598,./image_patches/low\S05\patch58.png,S05,low
3224,./image_patches/high\S24\patch55.png,S24,high
3860,./image_patches/high\S27\patch209.png,S27,high
3201,./image_patches/high\S24\patch32.png,S24,high
4126,./image_patches/high\S29\patch127.png,S29,high
4337,./image_patches/high\S30\patch94.png,S30,high
3846,./image_patches/high\S27\patch196.png,S27,high
559,./image_patches/low\S05\patch19.png,S05,low
65,./image_patches/low\S01\patch37.png,S01,low
2940,./image_patches/optimal\S23\patch185.png,S23,optimal
4464,./image_patches/high\S31\patch93.png,S31,high
4547,./image_patches/high\S32\patch48.png,S32,high
4759,./image_patches/high\S34\patch120.png,S34,high
4583,./image_patches/high\S32\patch84.png,S32,high
2707,./image_patches/optimal\S21\patch86.png,S21,optimal
3580,./image_patches/high\S26\patch167.png,S26,high
269,./image_patches/low\S03\patch103.png,S03,low
1784,./image_patches/low\S14\patch113.png,S14,low
1076,./image_patches/low\S09\patch24.png,S09,low
901,./image_patches/low\S08\patch06.png,S08,low
589,./image_patches/low\S05\patch49.png,S05,low
4613,./image_patches/high\S33\patch104.png,S33,high
167,./image_patches/low\S02\patch127.png,S02,low
2409,./image_patches/optimal\S19\patch20.png,S19,optimal
1173,./image_patches/low\S10\patch110.png,S10,low
119,./image_patches/low\S01\patch91.png,S01,low
4490,./image_patches/high\S32\patch109.png,S32,high
2886,./image_patches/optimal\S23\patch136.png,S23,optimal
486,./image_patches/low\S04\patch74.png,S04,low
1470,./image_patches/low\S11\patch62.png,S11,low
4673,./image_patches/high\S33\patch46.png,S33,high
405,./image_patches/low\S04\patch110.png,S04,low
4244,./image_patches/high\S30\patch118.png,S30,high
4454,./image_patches/high\S31\patch83.png,S31,high
4495,./image_patches/high\S32\patch113.png,S32,high
4428,./image_patches/high\S31\patch57.png,S31,high
1106,./image_patches/low\S09\patch54.png,S09,low
2942,./image_patches/optimal\S23\patch187.png,S23,optimal
2889,./image_patches/optimal\S23\patch139.png,S23,optimal
4607,./image_patches/high\S33\patch09.png,S33,high
467,./image_patches/low\S04\patch55.png,S04,low
4775,./image_patches/high\S34\patch20.png,S34,high
940,./image_patches/low\S08\patch16.png,S08,low
3909,./image_patches/high\S27\patch50.png,S27,high
2867,./image_patches/optimal\S23\patch119.png,S23,optimal
1317,./image_patches/low\S10\patch37.png,S10,low
2908,./image_patches/optimal\S23\patch156.png,S23,optimal
2172,./image_patches/optimal\S17\patch32.png,S17,optimal
477,./image_patches/low\S04\patch65.png,S04,low
3779,./image_patches/high\S27\patch135.png,S27,high
2552,./image_patches/optimal\S20\patch47.png,S20,optimal
2825,./image_patches/optimal\S22\patch88.png,S22,optimal
3514,./image_patches/high\S26\patch107.png,S26,high
1050,./image_patches/low\S09\patch115.png,S09,low
4332,./image_patches/high\S30\patch89.png,S30,high
4751,./image_patches/high\S34\patch113.png,S34,high
1336,./image_patches/low\S10\patch56.png,S10,low
4725,./image_patches/high\S33\patch98.png,S33,high
464,./image_patches/low\S04\patch52.png,S04,low
1238,./image_patches/low\S10\patch17.png,S10,low
2159,./image_patches/optimal\S17\patch19.png,S17,optimal
377,./image_patches/low\S03\patch93.png,S03,low
384,./image_patches/low\S04\patch01.png,S04,low
3317,./image_patches/high\S25\patch135.png,S25,high
646,./image_patches/low\S06\patch07.png,S06,low
4112,./image_patches/high\S29\patch114.png,S29,high
403,./image_patches/low\S04\patch109.png,S04,low
2069,./image_patches/optimal\S16\patch54.png,S16,optimal
3008,./image_patches/optimal\S23\patch67.png,S23,optimal
242,./image_patches/low\S02\patch86.png,S02,low
3519,./image_patches/high\S26\patch111.png,S26,high
3056,./image_patches/high\S24\patch105.png,S24,high
1623,./image_patches/low\S12\patch89.png,S12,low
2805,./image_patches/optimal\S22\patch68.png,S22,optimal
3431,./image_patches/high\S25\patch34.png,S25,high
3845,./image_patches/high\S27\patch195.png,S27,high
3297,./image_patches/high\S25\patch117.png,S25,high
3883,./image_patches/high\S27\patch24.png,S27,high
1145,./image_patches/low\S09\patch93.png,S09,low
